temp_c,rh_pct,wind_ms,wind_dir_deg,cloud_pct,precip_mm,datetime
7.19,61.52,1.43,351.5,95.34,0.0,2025-01-01 00:00:00
6.94,61.29,1.45,349.2,98.87,0.0,2025-01-01 01:00:00
6.78,60.84,1.46,344.1,86.89,0.0,2025-01-01 02:00:00
6.56,60.78,1.51,343.5,94.81,0.0,2025-01-01 03:00:00
6.44,60.14,1.55,343.9,98.26,0.0,2025-01-01 04:00:00
6.35,59.23,1.52,342.8,95.39,0.0,2025-01-01 05:00:00
6.33,57.88,1.47,343.4,96.59,0.0,2025-01-01 06:00:00
8.47,55.04,1.33,344.3,98.79,0.0,2025-01-01 07:00:00
13.78,44.59,1.64,332.8,98.65,0.0,2025-01-01 08:00:00
16.95,30.87,2.44,311.7,98.71,0.0,2025-01-01 09:00:00
19.43,25.4,3.72,307.4,98.34,0.0,2025-01-01 10:00:00
20.84,23.26,4.62,308.0,99.81,0.0,2025-01-01 11:00:00
21.43,22.78,5.09,310.7,99.77,0.0,2025-01-01 12:00:00
21.46,23.14,5.08,312.6,95.0,0.0,2025-01-01 13:00:00
20.63,25.11,5.02,311.6,87.97,0.0,2025-01-01 14:00:00
19.01,29.46,4.31,311.2,81.01,0.0,2025-01-01 15:00:00
15.46,39.98,2.96,313.2,74.2,0.0,2025-01-01 16:00:00
12.83,46.49,2.59,325.2,62.26,0.0,2025-01-01 17:00:00
11.74,50.29,2.14,335.7,83.43,0.0,2025-01-01 18:00:00
11.15,53.12,1.76,336.6,97.66,0.0,2025-01-01 19:00:00
11.01,53.86,1.67,332.5,95.42,0.0,2025-01-01 20:00:00
11.02,53.59,1.72,333.0,97.7,0.0,2025-01-01 21:00:00
10.99,53.69,1.75,337.1,97.76,0.0,2025-01-01 22:00:00
10.76,54.38,1.74,339.8,98.84,0.0,2025-01-01 23:00:00
10.59,54.36,1.75,339.6,99.4,0.0,2025-01-02 00:00:00
10.52,53.99,1.77,339.5,94.09,0.0,2025-01-02 01:00:00
10.45,53.6,1.76,341.8,90.9,0.0,2025-01-02 02:00:00
10.4,52.9,1.72,342.1,85.79,0.0,2025-01-02 03:00:00
10.67,51.94,1.67,340.4,84.65,0.0,2025-01-02 04:00:00
10.99,51.21,1.64,337.4,84.06,0.0,2025-01-02 05:00:00
10.77,51.29,1.67,334.8,83.54,0.0,2025-01-02 06:00:00
12.17,49.85,1.79,331.6,88.37,0.0,2025-01-02 07:00:00
16.43,41.42,2.61,327.3,91.63,0.0,2025-01-02 08:00:00
19.07,33.06,3.27,322.6,93.86,0.0,2025-01-02 09:00:00
21.66,27.7,4.2,320.9,95.88,0.0,2025-01-02 10:00:00
23.3,25.11,4.52,316.3,98.44,0.0,2025-01-02 11:00:00
24.06,24.48,4.47,315.2,99.46,0.0,2025-01-02 12:00:00
23.18,27.09,4.08,312.9,99.53,0.0,2025-01-02 13:00:00
21.81,31.86,3.44,311.3,99.48,0.0,2025-01-02 14:00:00
19.78,40.44,2.51,306.7,99.87,0.0,2025-01-02 15:00:00
16.98,47.89,2.08,309.0,100.0,0.0,2025-01-02 16:00:00
14.9,53.0,1.83,317.9,100.0,0.0,2025-01-02 17:00:00
14.33,54.92,1.64,331.3,100.0,0.0,2025-01-02 18:00:00
13.92,56.6,1.37,340.0,99.81,0.0,2025-01-02 19:00:00
13.81,56.42,1.18,340.6,99.68,0.0,2025-01-02 20:00:00
13.8,55.09,1.13,335.9,99.78,0.0,2025-01-02 21:00:00
13.55,55.0,1.11,340.6,100.0,0.0,2025-01-02 22:00:00
13.42,54.36,1.14,347.8,100.0,0.0,2025-01-02 23:00:00
13.54,52.63,1.16,349.1,100.0,0.0,2025-01-03 00:00:00
13.62,50.96,1.15,346.4,100.0,0.0,2025-01-03 01:00:00
13.75,48.94,1.09,349.4,100.0,0.0,2025-01-03 02:00:00
14.12,46.33,0.97,359.4,100.0,0.0,2025-01-03 03:00:00
14.45,44.51,0.81,12.8,100.0,0.0,2025-01-03 04:00:00
15.48,39.91,0.72,28.0,100.0,0.0,2025-01-03 05:00:00
15.69,39.14,0.58,54.1,100.0,0.0,2025-01-03 06:00:00
15.61,41.03,0.58,89.0,100.0,0.0,2025-01-03 07:00:00
16.53,46.79,0.49,111.4,99.98,0.0,2025-01-03 08:00:00
18.11,39.69,0.48,127.3,99.35,0.0,2025-01-03 09:00:00
20.09,35.61,0.57,273.0,97.92,0.0,2025-01-03 10:00:00
22.13,32.38,1.4,290.1,99.35,0.0,2025-01-03 11:00:00
23.7,30.15,1.94,297.4,98.75,0.0,2025-01-03 12:00:00
24.47,29.21,2.2,300.7,76.22,0.0,2025-01-03 13:00:00
24.31,30.85,2.05,302.1,78.0,0.0,2025-01-03 14:00:00
22.84,39.89,1.29,298.8,79.69,0.0,2025-01-03 15:00:00
18.57,54.05,1.01,290.2,81.48,0.0,2025-01-03 16:00:00
15.93,54.8,1.14,297.0,81.21,0.0,2025-01-03 17:00:00
14.96,56.89,1.06,310.8,61.3,0.0,2025-01-03 18:00:00
14.28,58.05,1.01,322.7,26.73,0.0,2025-01-03 19:00:00
13.72,58.73,1.04,329.5,60.81,0.0,2025-01-03 20:00:00
13.1,59.83,1.17,334.1,72.17,0.0,2025-01-03 21:00:00
12.47,60.96,1.3,339.8,88.63,0.0,2025-01-03 22:00:00
11.99,60.89,1.38,348.3,88.62,0.0,2025-01-03 23:00:00
11.87,58.45,1.38,356.3,83.07,0.0,2025-01-04 00:00:00
12.1,54.37,1.37,359.2,71.44,0.0,2025-01-04 01:00:00
12.67,49.4,1.36,0.4,81.29,0.0,2025-01-04 02:00:00
13.38,44.32,1.35,2.1,88.66,0.0,2025-01-04 03:00:00
14.11,39.57,1.33,4.7,91.49,0.0,2025-01-04 04:00:00
15.0,34.65,1.28,8.1,91.52,0.0,2025-01-04 05:00:00
15.62,31.06,1.13,5.6,89.19,0.0,2025-01-04 06:00:00
17.19,29.7,0.95,1.2,92.76,0.0,2025-01-04 07:00:00
20.3,38.46,0.62,356.3,94.56,0.0,2025-01-04 08:00:00
23.28,24.68,0.74,310.6,96.39,0.0,2025-01-04 09:00:00
25.6,21.57,1.41,272.0,98.43,0.0,2025-01-04 10:00:00
27.28,20.5,2.01,267.4,88.7,0.0,2025-01-04 11:00:00
27.68,20.92,2.31,267.5,79.83,0.0,2025-01-04 12:00:00
27.66,21.8,2.34,271.2,56.73,0.0,2025-01-04 13:00:00
26.9,24.16,1.96,278.5,57.04,0.0,2025-01-04 14:00:00
24.97,33.15,1.13,287.0,57.52,0.0,2025-01-04 15:00:00
21.15,43.72,0.95,288.4,57.95,0.0,2025-01-04 16:00:00
19.08,40.67,0.88,294.2,58.55,0.0,2025-01-04 17:00:00
18.1,41.72,0.5,304.3,69.56,0.0,2025-01-04 18:00:00
17.58,41.61,0.09,347.5,83.65,0.0,2025-01-04 19:00:00
16.71,43.02,0.48,124.0,94.81,0.0,2025-01-04 20:00:00
15.44,46.14,0.83,128.7,99.32,0.0,2025-01-04 21:00:00
14.09,50.93,1.06,119.5,97.08,0.0,2025-01-04 22:00:00
12.9,55.55,1.14,109.4,97.66,0.0,2025-01-04 23:00:00
12.11,58.39,1.15,103.6,94.32,0.0,2025-01-05 00:00:00
11.7,59.52,1.18,102.7,88.03,0.0,2025-01-05 01:00:00
11.44,59.84,1.19,105.5,92.6,0.0,2025-01-05 02:00:00
11.12,60.27,1.22,111.7,74.47,0.0,2025-01-05 03:00:00
10.63,61.89,1.23,118.6,83.26,0.0,2025-01-05 04:00:00
9.92,64.92,1.26,123.1,89.53,0.0,2025-01-05 05:00:00
9.23,68.32,1.29,122.9,77.27,0.0,2025-01-05 06:00:00
10.49,66.6,1.31,121.9,64.29,0.0,2025-01-05 07:00:00
14.0,57.82,2.27,117.8,54.9,0.0,2025-01-05 08:00:00
16.79,46.92,2.58,127.8,46.38,0.0,2025-01-05 09:00:00
19.51,39.0,2.9,142.7,37.4,0.0,2025-01-05 10:00:00
21.46,33.96,3.12,151.1,24.59,0.0,2025-01-05 11:00:00
22.48,31.42,3.14,156.8,9.06,0.0,2025-01-05 12:00:00
22.82,30.42,3.03,160.9,3.15,0.0,2025-01-05 13:00:00
22.47,31.05,2.73,163.4,3.38,0.0,2025-01-05 14:00:00
21.1,37.08,1.9,162.5,3.61,0.0,2025-01-05 15:00:00
17.21,53.84,1.03,159.4,3.85,0.0,2025-01-05 16:00:00
15.04,53.95,1.22,150.1,4.08,0.0,2025-01-05 17:00:00
13.97,56.89,1.24,137.9,4.31,0.0,2025-01-05 18:00:00
13.03,59.71,1.25,126.9,4.55,0.0,2025-01-05 19:00:00
12.29,62.17,1.25,115.5,12.29,0.0,2025-01-05 20:00:00
11.71,64.5,1.26,104.7,18.43,0.0,2025-01-05 21:00:00
11.39,66.47,1.23,93.7,23.62,0.01,2025-01-05 22:00:00
11.22,67.8,1.25,84.0,16.88,0.03,2025-01-05 23:00:00
11.43,66.62,1.23,82.5,20.3,0.02,2025-01-06 00:00:00
11.76,65.38,1.22,84.3,25.45,0.02,2025-01-06 01:00:00
11.78,64.48,1.25,91.8,38.1,0.02,2025-01-06 02:00:00
11.63,64.3,1.28,101.2,32.39,0.0,2025-01-06 03:00:00
11.46,64.89,1.26,112.3,26.87,0.01,2025-01-06 04:00:00
11.18,66.13,1.23,122.4,15.8,0.0,2025-01-06 05:00:00
10.93,67.41,1.16,127.3,37.0,0.02,2025-01-06 06:00:00
11.61,67.21,0.94,128.1,37.99,0.0,2025-01-06 07:00:00
13.98,61.08,1.05,118.5,39.27,0.26,2025-01-06 08:00:00
16.1,50.46,1.05,132.7,39.45,0.76,2025-01-06 09:00:00
18.15,43.59,1.3,165.7,38.87,1.43,2025-01-06 10:00:00
19.34,40.57,1.4,183.7,44.91,2.22,2025-01-06 11:00:00
19.94,39.31,1.38,202.7,43.89,3.08,2025-01-06 12:00:00
20.08,39.14,1.38,224.7,41.12,3.48,2025-01-06 13:00:00
19.9,39.76,1.48,243.1,46.79,2.8,2025-01-06 14:00:00
18.92,45.0,1.32,256.0,49.84,0.55,2025-01-06 15:00:00
15.63,61.58,0.91,268.7,54.65,0.01,2025-01-06 16:00:00
13.27,64.38,1.12,283.4,58.49,0.0,2025-01-06 17:00:00
12.41,66.33,1.19,299.8,76.1,0.0,2025-01-06 18:00:00
11.69,68.25,1.24,316.3,86.35,0.0,2025-01-06 19:00:00
11.08,70.02,1.37,329.7,93.18,0.0,2025-01-06 20:00:00
10.64,71.14,1.53,339.8,97.15,0.0,2025-01-06 21:00:00
10.31,71.85,1.64,346.2,97.72,0.0,2025-01-06 22:00:00
9.99,72.63,1.61,351.8,97.72,0.0,2025-01-06 23:00:00
9.7,73.24,1.53,352.1,97.71,0.06,2025-01-07 00:00:00
9.44,73.73,1.51,348.2,97.44,0.06,2025-01-07 01:00:00
9.16,74.18,1.5,343.7,97.71,0.06,2025-01-07 02:00:00
8.85,74.77,1.49,340.8,97.72,0.0,2025-01-07 03:00:00
8.58,75.19,1.52,338.0,97.74,0.0,2025-01-07 04:00:00
8.3,75.52,1.55,336.4,97.76,0.0,2025-01-07 05:00:00
7.97,75.99,1.56,335.7,97.77,0.0,2025-01-07 06:00:00
9.69,69.63,1.8,330.0,97.73,0.0,2025-01-07 07:00:00
13.24,56.82,3.12,324.5,97.82,0.0,2025-01-07 08:00:00
15.87,50.97,4.06,321.1,97.31,0.0,2025-01-07 09:00:00
18.3,44.56,4.56,320.2,96.76,0.0,2025-01-07 10:00:00
20.1,39.79,4.73,315.1,93.86,0.0,2025-01-07 11:00:00
20.92,37.47,4.91,308.7,91.21,0.0,2025-01-07 12:00:00
20.84,37.32,5.2,303.9,91.82,0.0,2025-01-07 13:00:00
20.08,38.64,5.25,304.2,86.88,0.0,2025-01-07 14:00:00
18.94,40.48,4.52,305.1,82.53,0.0,2025-01-07 15:00:00
15.85,50.15,2.71,302.1,77.37,0.0,2025-01-07 16:00:00
12.86,57.55,2.23,306.6,66.48,0.0,2025-01-07 17:00:00
11.8,59.16,2.14,314.8,58.53,0.0,2025-01-07 18:00:00
10.94,60.76,2.16,319.5,61.93,0.0,2025-01-07 19:00:00
10.33,61.59,2.33,324.3,89.2,0.0,2025-01-07 20:00:00
9.7,62.95,2.3,328.9,89.77,0.0,2025-01-07 21:00:00
9.05,64.4,2.16,330.0,91.47,0.0,2025-01-07 22:00:00
8.61,64.65,2.15,332.8,97.71,0.0,2025-01-07 23:00:00
8.27,64.4,2.09,338.7,97.71,0.0,2025-01-08 00:00:00
7.92,64.15,1.92,340.2,98.41,0.0,2025-01-08 01:00:00
7.6,63.76,1.82,336.4,92.04,0.0,2025-01-08 02:00:00
7.29,63.29,1.77,334.6,97.72,0.0,2025-01-08 03:00:00
7.21,61.96,1.69,335.9,98.3,0.0,2025-01-08 04:00:00
6.71,61.63,1.56,335.7,96.61,0.0,2025-01-08 05:00:00
6.44,60.26,1.5,335.1,94.91,0.0,2025-01-08 06:00:00
8.48,56.2,1.47,331.2,82.26,0.0,2025-01-08 07:00:00
12.91,43.63,2.22,319.6,70.7,0.0,2025-01-08 08:00:00
15.94,33.17,2.96,310.5,62.4,0.0,2025-01-08 09:00:00
18.6,27.4,3.72,307.2,53.36,0.0,2025-01-08 10:00:00
20.44,23.91,4.11,305.0,22.26,0.0,2025-01-08 11:00:00
21.24,22.62,4.26,303.5,2.9,0.0,2025-01-08 12:00:00
21.43,22.23,4.31,304.0,0.57,0.0,2025-01-08 13:00:00
20.99,22.89,4.16,305.9,0.57,0.0,2025-01-08 14:00:00
19.55,28.13,3.2,305.6,0.57,0.0,2025-01-08 15:00:00
15.21,42.62,1.7,301.1,0.57,0.0,2025-01-08 16:00:00
12.08,48.12,1.66,304.5,0.57,0.0,2025-01-08 17:00:00
11.13,49.53,1.64,313.5,0.57,0.0,2025-01-08 18:00:00
10.26,51.41,1.55,325.5,0.57,0.0,2025-01-08 19:00:00
9.53,53.24,1.46,336.1,0.57,0.0,2025-01-08 20:00:00
8.94,54.6,1.37,345.2,2.27,0.0,2025-01-08 21:00:00
8.58,54.84,1.3,351.6,8.53,0.0,2025-01-08 22:00:00
8.55,53.43,1.3,356.5,10.23,0.0,2025-01-08 23:00:00
8.91,50.51,1.33,0.9,13.59,0.0,2025-01-09 00:00:00
9.28,47.79,1.3,4.8,25.0,0.0,2025-01-09 01:00:00
9.61,45.43,1.22,8.0,29.53,0.0,2025-01-09 02:00:00
10.07,42.65,1.02,5.6,55.09,0.0,2025-01-09 03:00:00
10.64,39.73,0.82,355.8,63.04,0.0,2025-01-09 04:00:00
10.43,39.57,0.63,347.1,74.96,0.0,2025-01-09 05:00:00
9.77,40.88,0.5,355.4,72.69,0.0,2025-01-09 06:00:00
10.2,42.63,0.51,24.5,78.21,0.0,2025-01-09 07:00:00
12.94,39.66,0.59,45.0,79.63,0.0,2025-01-09 08:00:00
15.83,29.82,0.68,355.0,82.42,0.0,2025-01-09 09:00:00
18.7,23.73,1.33,318.0,85.71,0.0,2025-01-09 10:00:00
20.47,20.98,1.78,302.3,90.97,0.0,2025-01-09 11:00:00
21.36,19.97,2.0,292.1,61.0,0.0,2025-01-09 12:00:00
21.62,19.88,2.14,287.2,15.48,0.0,2025-01-09 13:00:00
20.91,21.45,2.19,283.7,13.66,0.0,2025-01-09 14:00:00
19.09,30.93,1.58,280.2,13.96,0.0,2025-01-09 15:00:00
14.75,46.08,1.09,276.9,11.2,0.0,2025-01-09 16:00:00
12.37,45.77,1.21,288.7,8.54,0.0,2025-01-09 17:00:00
11.76,45.33,1.19,312.3,19.33,0.0,2025-01-09 18:00:00
10.94,46.58,1.2,339.0,56.81,0.0,2025-01-09 19:00:00
10.14,48.27,1.26,353.6,77.25,0.0,2025-01-09 20:00:00
9.81,48.08,1.26,3.2,90.88,0.0,2025-01-09 21:00:00
9.95,46.24,1.25,12.0,95.45,0.0,2025-01-09 22:00:00
10.17,44.3,1.21,18.7,94.32,0.0,2025-01-09 23:00:00
10.21,43.06,1.13,24.1,86.96,0.0,2025-01-10 00:00:00
10.08,42.55,1.0,28.1,96.0,0.0,2025-01-10 01:00:00
10.36,40.65,0.97,35.3,90.51,0.0,2025-01-10 02:00:00
10.48,39.32,0.88,45.5,99.41,0.0,2025-01-10 03:00:00
10.31,38.66,0.59,64.7,98.3,0.0,2025-01-10 04:00:00
9.55,40.05,0.4,122.9,98.31,0.0,2025-01-10 05:00:00
8.56,42.29,0.57,143.5,95.5,0.0,2025-01-10 06:00:00
8.57,45.65,0.64,127.4,98.86,0.0,2025-01-10 07:00:00
11.01,45.3,0.82,119.1,95.28,0.0,2025-01-10 08:00:00
13.75,33.51,0.68,137.4,94.59,0.0,2025-01-10 09:00:00
16.39,28.2,0.6,203.6,93.76,0.0,2025-01-10 10:00:00
18.73,24.09,1.01,241.7,68.35,0.0,2025-01-10 11:00:00
20.4,21.37,1.4,246.4,99.2,0.0,2025-01-10 12:00:00
20.89,21.03,1.55,248.7,91.18,0.0,2025-01-10 13:00:00
20.62,21.3,1.49,253.3,77.92,0.0,2025-01-10 14:00:00
19.31,29.31,1.05,259.0,65.57,0.0,2025-01-10 15:00:00
15.63,41.67,0.91,250.8,52.07,0.0,2025-01-10 16:00:00
13.91,36.63,0.95,254.8,34.71,0.0,2025-01-10 17:00:00
13.77,34.62,0.51,258.7,91.93,0.0,2025-01-10 18:00:00
13.59,34.14,0.16,180.0,84.27,0.0,2025-01-10 19:00:00
12.71,35.53,0.56,126.3,92.89,0.0,2025-01-10 20:00:00
11.26,39.44,0.86,113.3,93.55,0.0,2025-01-10 21:00:00
9.76,44.36,1.1,103.2,89.93,0.0,2025-01-10 22:00:00
8.54,48.45,1.27,97.2,93.4,0.0,2025-01-10 23:00:00
7.74,51.3,1.33,96.5,99.3,0.0,2025-01-11 00:00:00
7.32,52.5,1.34,96.9,99.1,0.0,2025-01-11 01:00:00
6.96,53.66,1.35,97.2,99.31,0.0,2025-01-11 02:00:00
6.62,55.07,1.37,99.7,95.65,0.0,2025-01-11 03:00:00
6.3,56.62,1.38,103.8,99.59,0.0,2025-01-11 04:00:00
5.98,58.42,1.4,108.3,99.28,0.0,2025-01-11 05:00:00
5.65,60.49,1.42,110.6,98.72,0.0,2025-01-11 06:00:00
7.22,59.36,1.34,111.4,98.61,0.0,2025-01-11 07:00:00
11.68,48.85,2.3,113.6,98.6,0.0,2025-01-11 08:00:00
14.47,39.21,3.22,121.8,97.93,0.0,2025-01-11 09:00:00
16.62,34.79,4.1,128.3,98.24,0.0,2025-01-11 10:00:00
17.89,32.61,4.47,142.2,99.72,0.0,2025-01-11 11:00:00
17.51,33.22,4.38,163.7,99.61,0.0,2025-01-11 12:00:00
16.32,35.38,3.58,176.2,100.0,0.0,2025-01-11 13:00:00
15.03,39.69,2.46,190.8,99.56,0.02,2025-01-11 14:00:00
13.16,52.46,0.96,217.8,99.55,0.63,2025-01-11 15:00:00
11.29,59.33,0.81,263.6,100.0,3.89,2025-01-11 16:00:00
10.12,64.03,0.97,306.2,100.0,10.53,2025-01-11 17:00:00
9.37,71.06,1.18,325.4,100.0,18.68,2025-01-11 18:00:00
9.04,76.47,1.32,338.3,100.0,21.59,2025-01-11 19:00:00
8.83,80.43,1.05,0.5,95.39,21.06,2025-01-11 20:00:00
9.45,76.23,0.87,44.5,87.6,11.64,2025-01-11 21:00:00
9.26,79.76,0.93,108.2,91.72,8.54,2025-01-11 22:00:00
8.57,85.23,1.41,112.9,52.84,16.22,2025-01-11 23:00:00
8.72,85.7,2.42,96.7,99.26,21.88,2025-01-12 00:00:00
8.94,86.29,2.86,87.2,98.1,24.48,2025-01-12 01:00:00
8.9,86.22,2.72,87.1,100.0,21.4,2025-01-12 02:00:00
9.0,85.2,2.74,98.8,100.0,13.24,2025-01-12 03:00:00
8.81,85.75,2.47,104.5,100.0,7.94,2025-01-12 04:00:00
8.7,85.87,2.23,111.0,100.0,5.23,2025-01-12 05:00:00
8.92,86.02,1.96,119.3,100.0,3.81,2025-01-12 06:00:00
9.81,85.28,1.89,128.3,99.44,2.23,2025-01-12 07:00:00
11.11,81.89,2.28,137.1,98.99,2.54,2025-01-12 08:00:00
12.13,78.25,2.4,147.4,98.19,2.89,2025-01-12 09:00:00
13.72,68.95,2.52,158.6,97.65,4.8,2025-01-12 10:00:00
14.9,61.84,2.6,165.1,98.78,9.12,2025-01-12 11:00:00
15.22,59.56,2.22,167.8,89.61,12.19,2025-01-12 12:00:00
15.2,59.61,1.58,165.3,71.51,11.81,2025-01-12 13:00:00
15.08,60.33,0.92,150.6,59.15,7.58,2025-01-12 14:00:00
14.71,63.71,0.45,96.3,49.13,2.14,2025-01-12 15:00:00
13.35,70.5,0.52,30.0,38.33,1.11,2025-01-12 16:00:00
11.65,73.1,0.8,5.7,22.42,0.65,2025-01-12 17:00:00
10.55,77.46,0.94,354.5,5.0,0.36,2025-01-12 18:00:00
9.6,81.27,1.03,349.3,0.57,0.25,2025-01-12 19:00:00
8.64,85.34,1.1,346.8,0.47,0.18,2025-01-12 20:00:00
8.12,86.84,1.26,348.1,0.38,0.28,2025-01-12 21:00:00
7.89,86.16,1.44,351.2,0.28,0.15,2025-01-12 22:00:00
7.72,85.07,1.5,353.5,0.19,0.02,2025-01-12 23:00:00
7.6,84.53,1.49,351.5,0.09,0.0,2025-01-13 00:00:00
7.58,84.6,1.55,347.0,0.0,0.0,2025-01-13 01:00:00
7.52,85.05,1.51,346.2,0.06,0.0,2025-01-13 02:00:00
7.42,85.0,1.41,345.7,0.11,0.0,2025-01-13 03:00:00
7.34,84.39,1.34,344.4,0.17,0.0,2025-01-13 04:00:00
7.26,83.53,1.31,345.0,0.23,0.0,2025-01-13 05:00:00
7.18,82.5,1.3,346.2,0.28,0.0,2025-01-13 06:00:00
9.18,77.51,1.27,344.4,0.34,0.0,2025-01-13 07:00:00
13.21,66.58,1.97,334.5,0.4,0.0,2025-01-13 08:00:00
15.8,56.08,2.82,322.2,0.45,0.0,2025-01-13 09:00:00
18.44,44.23,3.52,317.6,0.51,0.0,2025-01-13 10:00:00
20.08,38.19,3.83,311.5,0.57,0.0,2025-01-13 11:00:00
20.94,34.92,4.12,309.0,0.0,0.0,2025-01-13 12:00:00
21.18,33.22,4.29,308.8,0.06,0.0,2025-01-13 13:00:00
20.8,33.05,4.25,310.1,0.11,0.0,2025-01-13 14:00:00
19.56,36.42,3.68,309.8,0.17,0.0,2025-01-13 15:00:00
16.01,47.67,2.44,307.7,0.22,0.0,2025-01-13 16:00:00
12.97,54.12,2.43,313.8,0.28,0.0,2025-01-13 17:00:00
12.18,55.06,2.61,321.4,0.33,0.0,2025-01-13 18:00:00
11.38,56.81,2.59,328.3,0.39,0.0,2025-01-13 19:00:00
10.47,59.63,2.33,334.1,0.44,0.0,2025-01-13 20:00:00
9.62,62.21,2.06,338.4,0.5,0.0,2025-01-13 21:00:00
9.1,63.47,1.92,340.8,0.55,0.0,2025-01-13 22:00:00
8.73,63.95,1.82,342.5,0.61,0.0,2025-01-13 23:00:00
8.46,63.98,1.77,343.2,0.67,0.0,2025-01-14 00:00:00
8.21,63.9,1.7,343.6,0.72,0.0,2025-01-14 01:00:00
7.99,63.82,1.62,343.5,2.84,0.0,2025-01-14 02:00:00
7.78,63.84,1.53,344.1,10.16,0.0,2025-01-14 03:00:00
7.64,63.27,1.43,344.6,15.87,0.0,2025-01-14 04:00:00
7.68,61.52,1.33,344.7,19.28,0.0,2025-01-14 05:00:00
7.8,59.32,1.18,344.8,20.99,0.0,2025-01-14 06:00:00
9.85,56.4,0.93,342.5,21.06,0.0,2025-01-14 07:00:00
14.09,47.51,1.09,326.6,22.94,0.0,2025-01-14 08:00:00
17.12,34.87,1.58,303.1,21.83,0.0,2025-01-14 09:00:00
19.75,28.1,2.13,290.9,22.66,0.0,2025-01-14 10:00:00
21.18,25.09,2.29,276.5,0.57,0.0,2025-01-14 11:00:00
21.88,23.9,2.4,265.7,0.0,0.0,2025-01-14 12:00:00
22.0,23.6,2.44,260.8,0.57,0.0,2025-01-14 13:00:00
21.44,24.53,2.39,261.8,0.65,0.0,2025-01-14 14:00:00
19.97,30.1,1.97,265.9,0.73,0.0,2025-01-14 15:00:00
15.51,49.0,1.13,273.0,0.81,0.0,2025-01-14 16:00:00
12.48,51.24,1.25,289.2,0.89,0.0,2025-01-14 17:00:00
11.45,52.83,1.2,315.0,0.97,0.0,2025-01-14 18:00:00
10.47,55.07,1.2,340.5,1.06,0.0,2025-01-14 19:00:00
9.85,56.14,1.23,356.3,1.14,0.0,2025-01-14 20:00:00
9.64,55.64,1.26,7.7,0.57,0.0,2025-01-14 21:00:00
9.99,52.83,1.28,18.2,1.99,0.0,2025-01-14 22:00:00
10.74,48.67,1.2,27.8,3.41,0.0,2025-01-14 23:00:00
11.41,45.4,0.95,38.2,23.52,0.0,2025-01-15 00:00:00
11.96,42.89,0.75,54.2,11.87,0.0,2025-01-15 01:00:00
11.59,43.95,0.7,72.6,26.39,0.0,2025-01-15 02:00:00
10.75,46.95,0.84,79.0,27.79,0.0,2025-01-15 03:00:00
9.45,51.88,0.95,83.9,36.89,0.0,2025-01-15 04:00:00
8.98,53.99,1.09,91.1,43.71,0.0,2025-01-15 05:00:00
8.33,57.03,1.15,97.0,43.15,0.0,2025-01-15 06:00:00
9.12,59.47,0.98,100.6,54.56,0.0,2025-01-15 07:00:00
13.04,51.15,1.47,104.1,60.62,0.0,2025-01-15 08:00:00
15.94,38.82,1.69,120.5,66.63,0.0,2025-01-15 09:00:00
18.5,31.76,1.75,145.5,73.27,0.0,2025-01-15 10:00:00
20.25,28.19,2.36,164.8,69.15,0.0,2025-01-15 11:00:00
20.96,27.14,2.79,172.6,52.35,0.0,2025-01-15 12:00:00
21.07,27.11,2.86,175.8,25.43,0.0,2025-01-15 13:00:00
20.68,28.2,2.72,179.6,27.47,0.0,2025-01-15 14:00:00
19.39,33.9,2.04,184.2,30.73,0.0,2025-01-15 15:00:00
15.48,51.4,1.05,193.8,32.01,0.0,2025-01-15 16:00:00
13.66,48.13,1.19,196.6,36.91,0.0,2025-01-15 17:00:00
13.54,45.94,0.92,182.5,55.08,0.0,2025-01-15 18:00:00
13.17,45.85,0.76,152.8,68.13,0.0,2025-01-15 19:00:00
12.05,49.26,0.79,122.1,78.93,0.0,2025-01-15 20:00:00
10.94,53.03,0.97,100.7,86.35,0.0,2025-01-15 21:00:00
9.82,57.92,1.13,93.0,83.45,0.0,2025-01-15 22:00:00
8.86,62.87,1.23,93.3,92.46,0.0,2025-01-15 23:00:00
8.35,65.76,1.29,98.0,97.01,0.03,2025-01-16 00:00:00
8.73,65.46,1.27,109.3,99.28,0.25,2025-01-16 01:00:00
8.73,67.09,1.27,126.1,99.96,0.77,2025-01-16 02:00:00
8.48,71.45,1.41,130.7,99.27,3.73,2025-01-16 03:00:00
8.32,77.48,1.83,121.6,99.14,8.97,2025-01-16 04:00:00
8.21,82.61,2.68,103.8,97.5,7.16,2025-01-16 05:00:00
8.13,86.24,2.48,94.2,95.83,1.21,2025-01-16 06:00:00
9.07,84.07,2.03,98.5,90.22,0.65,2025-01-16 07:00:00
11.0,77.47,2.54,111.0,84.58,2.81,2025-01-16 08:00:00
12.56,72.71,2.82,130.1,79.91,2.03,2025-01-16 09:00:00
13.98,68.24,3.03,146.2,75.42,1.65,2025-01-16 10:00:00
15.02,65.66,2.98,158.2,66.02,1.71,2025-01-16 11:00:00
15.6,64.62,2.8,163.8,59.04,2.01,2025-01-16 12:00:00
15.9,64.39,2.35,163.4,20.72,2.19,2025-01-16 13:00:00
16.16,63.98,1.75,163.0,21.44,1.72,2025-01-16 14:00:00
15.73,65.78,0.96,171.0,21.03,0.92,2025-01-16 15:00:00
14.63,71.01,0.2,188.5,19.55,0.6,2025-01-16 16:00:00
