y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],x
2002-09-28,3.09,3.03,3.16,3.38,3.8,4.13,4.48,4.85,5.07,5.2,5.29,
2002-10-28,3.07,3.02,3.2,3.46,3.94,4.31,4.7,5.1,5.32,5.46,5.56,
2002-11-28,2.9,2.95,3.16,3.42,3.93,4.32,4.71,5.07,5.25,5.36,5.44,
2002-12-28,2.66,2.63,2.79,3.05,3.57,3.98,4.4,4.81,5.03,5.16,5.25,
2003-01-28,2.62,2.52,2.63,2.88,3.38,3.78,4.21,4.62,4.85,4.99,5.08,
2003-02-28,2.38,2.33,2.42,2.64,3.17,3.64,4.16,4.65,4.92,5.08,5.19,
2003-03-28,2.36,2.3,2.48,2.78,3.34,3.77,4.25,4.74,5.02,5.2,5.32,
2003-04-28,2.39,2.39,2.56,2.82,3.39,3.86,4.36,4.82,5.06,5.21,5.31,
2003-05-28,2.1,2.07,2.16,2.38,2.9,3.38,3.9,4.41,4.69,4.86,4.97,
2003-06-28,1.95,2.0,2.21,2.49,3.06,3.56,4.09,4.62,4.9,5.07,5.19,
2003-07-28,2.0,2.09,2.41,2.75,3.32,3.76,4.25,4.77,5.06,5.24,5.36,
2003-08-28,2.12,2.32,2.7,3.03,3.55,3.93,4.34,4.76,5.0,5.15,5.26,
2003-09-28,1.99,2.09,2.37,2.68,3.28,3.76,4.26,4.74,5.0,5.15,5.26,
2003-10-28,2.13,2.34,2.77,3.14,3.7,4.11,4.52,4.93,5.16,5.31,5.41,
2003-11-28,2.16,2.41,2.85,3.23,3.81,4.21,4.61,4.98,5.18,5.3,5.38,
2003-12-28,2.05,2.26,2.66,3.03,3.62,4.05,4.48,4.86,5.07,5.19,5.27,
2004-01-28,2.03,2.19,2.56,2.93,3.56,4.02,4.48,4.9,5.12,5.25,5.33,
2004-02-28,1.93,2.02,2.3,2.63,3.25,3.74,4.25,4.72,4.97,5.13,5.23,
2004-03-28,1.86,1.93,2.19,2.52,3.16,3.66,4.18,4.66,4.92,5.07,5.17,
2004-04-28,2.01,2.17,2.56,2.94,3.52,3.95,4.4,4.85,5.1,5.25,5.35,
2004-05-28,2.1,2.3,2.68,3.03,3.61,4.04,4.49,4.91,5.13,5.27,5.36,
2004-06-28,2.12,2.36,2.79,3.15,3.7,4.09,4.49,4.87,5.09,5.22,5.31,
2004-07-28,2.12,2.32,2.7,3.05,3.6,3.99,4.39,4.78,5.0,5.16,5.26,
2004-08-28,2.11,2.22,2.53,2.86,3.41,3.81,4.21,4.61,4.86,5.03,5.14,
2004-09-28,2.16,2.32,2.61,2.89,3.37,3.74,4.13,4.53,4.76,4.91,5.0,
2004-10-28,2.16,2.27,2.52,2.77,3.23,3.6,4.01,4.42,4.66,4.8,4.9,
2004-11-28,2.16,2.22,2.41,2.64,3.1,3.48,3.9,4.3,4.52,4.65,4.74,
2004-12-28,2.14,2.28,2.53,2.76,3.14,3.44,3.79,4.17,4.41,4.56,4.66,
2005-01-28,2.12,2.22,2.44,2.65,3.02,3.32,3.64,3.95,4.13,4.23,4.3,
2005-02-28,2.12,2.27,2.57,2.8,3.18,3.47,3.78,4.08,4.24,4.34,4.41,
2005-03-28,2.15,2.29,2.55,2.78,3.16,3.45,3.78,4.1,4.26,4.34,4.37,
2005-04-28,2.07,2.1,2.27,2.47,2.85,3.16,3.51,3.86,4.06,4.18,4.26,
2005-05-28,2.07,2.1,2.21,2.38,2.72,3.02,3.36,3.71,3.91,4.04,4.12,
2005-06-28,2.01,1.98,2.04,2.2,2.56,2.89,3.24,3.58,3.76,3.87,3.94,
2005-07-28,2.1,2.14,2.27,2.42,2.71,2.97,3.26,3.57,3.75,3.87,3.95,
2005-08-28,2.1,2.14,2.25,2.38,2.66,2.91,3.21,3.52,3.69,3.77,3.82,
2005-09-28,2.15,2.23,2.39,2.53,2.79,3.01,3.26,3.54,3.71,3.81,3.88,
2005-10-28,2.29,2.41,2.61,2.79,3.06,3.27,3.49,3.73,3.88,3.97,4.03,
2005-11-28,2.55,2.64,2.78,2.91,3.12,3.29,3.49,3.72,3.87,3.97,4.04,
2005-12-28,2.55,2.71,2.86,2.95,3.08,3.2,3.34,3.52,3.65,3.74,3.81,
2006-01-28,2.62,2.77,2.97,3.1,3.28,3.41,3.56,3.72,3.81,3.87,3.91,
2006-02-28,2.68,2.85,3.05,3.16,3.32,3.44,3.58,3.72,3.8,3.85,3.88,
2006-03-28,2.85,3.08,3.31,3.43,3.59,3.71,3.84,3.97,4.04,4.08,4.11,
2006-04-28,2.92,3.17,3.44,3.59,3.79,3.93,4.08,4.21,4.28,4.33,4.35,
2006-05-28,2.97,3.2,3.41,3.52,3.7,3.85,4.03,4.2,4.3,4.36,4.4,
2006-06-28,3.09,3.38,3.61,3.72,3.88,4.02,4.17,4.31,4.39,4.44,4.47,
2006-07-28,3.18,3.39,3.55,3.62,3.74,3.85,4.0,4.17,4.26,4.31,4.35,
2006-08-28,3.33,3.48,3.54,3.56,3.63,3.74,3.87,4.01,4.09,4.14,4.17,
2006-09-28,3.47,3.56,3.56,3.55,3.58,3.64,3.73,3.83,3.89,3.93,3.95,
2006-10-28,3.6,3.7,3.71,3.71,3.74,3.78,3.84,3.9,3.93,3.95,3.97,
2006-11-28,3.64,3.7,3.68,3.65,3.66,3.7,3.77,3.85,3.9,3.93,3.95,
2006-12-28,3.75,3.85,3.89,3.9,3.91,3.94,3.99,4.05,4.09,4.11,4.13,
2007-01-28,3.85,3.95,3.99,4.0,4.04,4.09,4.15,4.21,4.25,4.27,4.29,
2007-02-28,3.89,3.92,3.89,3.87,3.9,3.95,4.01,4.09,4.13,4.15,4.17,
2007-03-28,3.96,4.02,4.02,4.01,4.0,4.04,4.11,4.2,4.27,4.31,4.34,
2007-04-28,4.06,4.14,4.17,4.17,4.18,4.21,4.28,4.36,4.42,4.45,4.48,
2007-05-28,4.19,4.33,4.39,4.39,4.39,4.4,4.44,4.51,4.56,4.6,4.62,
2007-06-28,4.26,4.39,4.48,4.5,4.52,4.55,4.61,4.69,4.74,4.77,4.79,
2007-07-28,4.29,4.36,4.33,4.31,4.32,4.35,4.42,4.5,4.55,4.58,4.6,
2007-08-28,4.12,4.11,4.07,4.09,4.16,4.25,4.36,4.51,4.61,4.67,4.71,
2007-09-28,4.07,4.08,4.09,4.13,4.22,4.31,4.43,4.58,4.68,4.75,4.78,
2007-10-28,4.12,4.12,4.07,4.06,4.11,4.18,4.29,4.44,4.54,4.62,4.67,
2007-11-28,4.06,3.94,3.81,3.8,3.9,4.03,4.21,4.44,4.6,4.71,4.78,
2007-12-28,4.07,4.07,4.08,4.11,4.2,4.3,4.46,4.65,4.76,4.79,4.77,
2008-01-28,3.85,3.63,3.46,3.47,3.63,3.83,4.1,4.41,4.6,4.72,4.8,
2008-02-28,3.8,3.48,3.21,3.21,3.46,3.75,4.1,4.45,4.63,4.75,4.82,
2008-03-28,3.88,3.71,3.56,3.56,3.69,3.87,4.12,4.46,4.68,4.84,4.94,
2008-04-28,4.01,3.95,3.83,3.85,3.98,4.13,4.33,4.6,4.77,4.87,4.92,
2008-05-28,4.2,4.32,4.32,4.3,4.32,4.4,4.55,4.77,4.92,5.03,5.1,
2008-06-28,4.42,4.6,4.62,4.58,4.57,4.61,4.72,4.87,4.97,5.04,5.09,
2008-07-28,4.49,4.44,4.38,4.35,4.36,4.43,4.56,4.76,4.87,4.88,4.82,
2008-08-28,4.38,4.28,4.14,4.06,4.03,4.1,4.27,4.55,4.69,4.69,4.61,
2008-09-28,2.44,3.24,3.47,3.53,3.72,3.96,4.25,4.56,4.73,4.83,4.9,
2008-10-28,2.34,2.39,2.5,2.73,3.22,3.64,4.08,4.47,4.59,4.55,4.44,
2008-11-28,1.92,1.98,2.13,2.31,2.7,3.08,3.53,3.96,4.06,3.97,3.81,
2008-12-28,1.5,1.61,1.83,2.04,2.46,2.83,3.28,3.73,3.89,3.87,3.76,
2009-01-28,1.03,1.22,1.59,1.95,2.57,3.09,3.65,4.15,4.26,4.18,4.02,
2009-02-28,0.9,1.05,1.37,1.7,2.32,2.87,3.5,4.07,4.23,4.17,4.0,
2009-03-28,0.73,0.92,1.3,1.66,2.29,2.82,3.43,4.04,4.27,4.28,4.19,
2009-04-28,0.76,0.99,1.42,1.81,2.48,3.01,3.61,4.17,4.35,4.3,4.09,
2009-05-28,0.8,0.91,1.41,1.92,2.73,3.32,3.93,4.49,4.7,4.72,4.65,
2009-06-28,0.59,0.84,1.41,1.88,2.61,3.16,3.74,4.3,4.53,4.57,4.51,
2009-07-28,0.43,0.73,1.42,1.91,2.61,3.12,3.66,4.16,4.36,4.39,4.33,
2009-08-28,0.44,0.73,1.38,1.89,2.57,3.02,3.49,3.96,4.2,4.3,4.31,
2009-09-28,0.42,0.72,1.31,1.81,2.53,3.01,3.49,3.96,4.18,4.24,4.22,
2009-10-28,0.5,0.85,1.41,1.85,2.54,3.04,3.59,4.11,4.32,4.35,4.28,
2009-11-28,0.52,0.8,1.27,1.67,2.32,2.83,3.4,3.96,4.2,4.26,4.21,
2009-12-28,0.44,0.77,1.33,1.79,2.52,3.06,3.63,4.17,4.37,4.39,4.31,
2010-01-28,0.41,0.69,1.19,1.62,2.33,2.87,3.46,3.99,4.19,4.21,4.13,
2010-02-28,0.36,0.51,0.93,1.38,2.17,2.77,3.39,3.94,4.13,4.14,4.05,
2010-03-28,0.38,0.54,0.97,1.42,2.2,2.78,3.37,3.88,4.05,4.07,4.0,
2010-04-28,0.38,0.48,0.83,1.27,2.07,2.67,3.27,3.75,3.91,3.92,3.86,
2010-05-28,0.19,0.23,0.49,0.85,1.61,2.25,2.89,3.39,3.55,3.57,3.54,
2010-06-28,0.25,0.29,0.52,0.83,1.54,2.16,2.82,3.34,3.48,3.49,3.46,
2010-07-28,0.45,0.54,0.81,1.13,1.78,2.33,2.92,3.41,3.57,3.58,3.52,
2010-08-28,0.39,0.42,0.58,0.81,1.32,1.77,2.27,2.69,2.82,2.8,2.73,
2010-09-28,0.54,0.6,0.78,1.0,1.48,1.91,2.42,2.89,3.06,3.06,2.97,
2010-10-28,0.83,0.86,1.03,1.26,1.78,2.24,2.73,3.15,3.26,3.21,3.1,
2010-11-28,0.63,0.67,0.88,1.18,1.8,2.35,2.91,3.34,3.41,3.34,3.21,
2010-12-28,0.45,0.56,0.87,1.25,1.99,2.59,3.19,3.65,3.72,3.64,3.49,
2011-01-28,0.83,1.04,1.45,1.82,2.44,2.9,3.36,3.74,3.83,3.78,3.66,
2011-02-28,0.89,1.1,1.48,1.82,2.4,2.85,3.33,3.73,3.84,3.78,3.65,
2011-03-28,0.95,1.32,1.81,2.16,2.71,3.12,3.54,3.91,4.02,3.99,3.9,
2011-04-28,1.18,1.46,1.87,2.18,2.67,3.04,3.45,3.82,3.95,3.95,3.87,
2011-05-28,1.19,1.4,1.66,1.91,2.38,2.77,3.2,3.61,3.77,3.77,3.7,
2011-06-28,1.28,1.39,1.61,1.83,2.27,2.67,3.16,3.7,3.94,3.99,3.92,
2011-07-28,1.04,1.11,1.27,1.46,1.87,2.28,2.8,3.36,3.59,3.61,3.52,
2011-08-28,0.57,0.65,0.68,0.87,1.36,1.81,2.35,2.93,3.22,3.33,3.33,
2011-09-28,0.28,0.38,0.59,0.81,1.24,1.63,2.11,2.64,2.87,2.9,2.83,
2011-10-28,0.36,0.42,0.59,0.8,1.27,1.73,2.32,2.93,3.15,3.14,3.01,
2011-11-28,-0.04,0.1,0.4,0.71,1.32,1.86,2.5,3.1,3.28,3.23,3.08,
2011-12-28,-0.06,-0.02,0.14,0.36,0.87,1.38,1.99,2.55,2.68,2.6,2.42,
2012-01-28,0.09,0.09,0.19,0.36,0.84,1.34,1.99,2.63,2.82,2.76,2.6,
2012-02-28,0.14,0.13,0.22,0.39,0.85,1.34,1.97,2.58,2.75,2.69,2.52,
2012-03-28,0.11,0.12,0.22,0.39,0.86,1.36,1.99,2.61,2.78,2.72,2.55,
2012-04-28,0.06,0.04,0.09,0.23,0.66,1.15,1.8,2.47,2.69,2.65,2.5,
2012-05-28,0.04,0.0,0.01,0.11,0.44,0.84,1.38,1.93,2.09,2.04,1.89,
2012-06-28,0.03,0.03,0.12,0.27,0.68,1.13,1.73,2.35,2.57,2.55,2.42,
2012-07-28,-0.06,-0.1,-0.08,0.03,0.41,0.85,1.45,2.09,2.34,2.38,2.32,
2012-08-28,-0.01,-0.06,-0.04,0.07,0.44,0.88,1.46,2.07,2.29,2.3,2.23,
2012-09-28,-0.03,-0.04,0.01,0.14,0.53,0.96,1.54,2.17,2.42,2.43,2.33,
2012-10-28,0.03,-0.01,0.03,0.15,0.55,1.0,1.6,2.23,2.48,2.51,2.44,
2012-11-28,0.01,-0.03,-0.02,0.09,0.45,0.87,1.47,2.13,2.41,2.44,2.37,
2012-12-28,0.02,-0.04,-0.04,0.05,0.39,0.8,1.38,2.02,2.27,2.29,2.2,
2013-01-28,0.11,0.14,0.26,0.41,0.77,1.14,1.65,2.23,2.49,2.53,2.45,
2013-02-28,0.03,-0.01,0.02,0.12,0.48,0.92,1.52,2.2,2.47,2.49,2.38,
2013-03-28,0.03,-0.03,-0.07,0.0,0.31,0.72,1.32,2.03,2.33,2.38,2.28,
2013-04-28,0.03,-0.01,-0.01,0.06,0.35,0.72,1.26,1.91,2.21,2.26,2.18,
2013-05-28,0.02,-0.01,0.03,0.14,0.5,0.92,1.51,2.19,2.49,2.53,2.43,
2013-06-28,0.04,0.06,0.17,0.33,0.74,1.18,1.76,2.38,2.63,2.65,2.55,
2013-07-28,0.05,0.06,0.15,0.3,0.71,1.16,1.76,2.41,2.67,2.67,2.56,
2013-08-28,0.05,0.08,0.2,0.39,0.85,1.33,1.94,2.58,2.82,2.83,2.72,
2013-09-28,0.09,0.07,0.13,0.27,0.69,1.17,1.82,2.52,2.79,2.8,2.67,
2013-10-28,0.09,0.08,0.12,0.25,0.65,1.11,1.75,2.47,2.78,2.82,2.72,
2013-11-28,0.09,0.07,0.11,0.24,0.66,1.15,1.82,2.55,2.83,2.85,2.73,
2013-12-28,0.11,0.13,0.24,0.44,0.95,1.47,2.11,2.75,2.97,2.97,2.86,
2014-01-28,0.1,0.06,0.08,0.2,0.61,1.09,1.73,2.42,2.67,2.68,2.57,
2014-02-28,0.11,0.08,0.11,0.23,0.61,1.06,1.67,2.35,2.63,2.67,2.6,
2014-03-28,0.17,0.13,0.14,0.25,0.61,1.04,1.65,2.33,2.61,2.65,2.57,
2014-04-28,0.17,0.13,0.15,0.25,0.6,1.02,1.61,2.27,2.55,2.59,2.51,
2014-05-28,0.09,0.05,0.04,0.13,0.44,0.84,1.42,2.1,2.41,2.46,2.38,
2014-06-28,0.04,0.0,0.01,0.09,0.38,0.76,1.31,1.99,2.31,2.38,2.31,
2014-07-28,0.04,0.0,0.0,0.07,0.35,0.69,1.21,1.85,2.16,2.23,2.17,
2014-08-28,0.01,-0.03,-0.04,0.01,0.23,0.51,0.95,1.52,1.82,1.91,1.88,
2014-09-28,-0.04,-0.08,-0.1,-0.05,0.19,0.5,0.99,1.62,1.95,2.05,2.02,
2014-10-28,-0.07,-0.04,-0.04,-0.04,0.15,0.45,0.89,1.39,1.68,1.85,1.96,
2014-11-28,-0.05,-0.02,-0.03,-0.04,0.1,0.35,0.75,1.23,1.51,1.69,1.8,
2014-12-28,-0.14,-0.1,-0.1,-0.1,0.02,0.24,0.6,1.05,1.32,1.48,1.59,
2015-01-28,-0.16,-0.16,-0.16,-0.16,-0.07,0.09,0.35,0.68,0.89,1.02,1.1,
2015-02-28,-0.18,-0.21,-0.24,-0.23,-0.12,0.05,0.33,0.72,0.96,1.06,1.08,
2015-03-28,-0.25,-0.25,-0.24,-0.21,-0.11,0.03,0.22,0.44,0.57,0.65,0.71,
2015-04-28,-0.26,-0.26,-0.22,-0.17,-0.02,0.14,0.36,0.61,0.78,0.88,0.96,
2015-05-28,-0.24,-0.25,-0.23,-0.18,0.01,0.24,0.56,0.94,1.13,1.19,1.18,
2015-06-28,-0.26,-0.27,-0.24,-0.16,0.11,0.42,0.86,1.38,1.63,1.7,1.67,
2015-07-28,-0.25,-0.27,-0.26,-0.19,0.03,0.29,0.68,1.14,1.38,1.46,1.47,
2015-08-28,-0.24,-0.25,-0.22,-0.15,0.07,0.33,0.71,1.18,1.42,1.49,1.46,
2015-09-28,-0.25,-0.27,-0.26,-0.2,-0.01,0.24,0.61,1.07,1.32,1.41,1.4,
2015-10-28,-0.32,-0.34,-0.34,-0.29,-0.1,0.15,0.51,0.97,1.21,1.3,1.29,
2015-11-28,-0.37,-0.41,-0.42,-0.38,-0.18,0.08,0.49,1.01,1.3,1.4,1.39,
2015-12-28,-0.4,-0.39,-0.35,-0.26,-0.01,0.28,0.7,1.22,1.5,1.59,1.58,
2016-01-28,-0.43,-0.46,-0.48,-0.44,-0.26,-0.03,0.34,0.81,1.06,1.14,1.13,
2016-02-28,-0.48,-0.53,-0.56,-0.55,-0.42,-0.22,0.11,0.53,0.77,0.87,0.88,
2016-03-28,-0.48,-0.5,-0.52,-0.49,-0.36,-0.17,0.13,0.54,0.78,0.89,0.91,
2016-04-28,-0.53,-0.51,-0.5,-0.48,-0.33,-0.1,0.25,0.65,0.89,1.03,1.13,
2016-05-28,-0.55,-0.53,-0.53,-0.51,-0.38,-0.16,0.17,0.56,0.79,0.93,1.02,
2016-06-28,-0.65,-0.65,-0.66,-0.65,-0.55,-0.38,-0.14,0.15,0.32,0.42,0.49,
2016-07-28,-0.63,-0.61,-0.64,-0.64,-0.54,-0.39,-0.15,0.12,0.29,0.39,0.45,
2016-08-28,-0.63,-0.62,-0.64,-0.64,-0.56,-0.4,-0.16,0.15,0.32,0.43,0.5,
2016-09-28,-0.71,-0.7,-0.72,-0.72,-0.63,-0.47,-0.21,0.11,0.29,0.4,0.48,
2016-10-28,-0.72,-0.67,-0.63,-0.59,-0.42,-0.19,0.13,0.49,0.69,0.82,0.9,
2016-11-28,-0.84,-0.84,-0.8,-0.7,-0.45,-0.17,0.2,0.62,0.81,0.88,0.89,
2016-12-28,-0.92,-0.84,-0.8,-0.76,-0.51,-0.18,0.22,0.62,0.83,0.96,1.04,
2017-01-28,-0.68,-0.7,-0.7,-0.62,-0.31,0.04,0.46,0.88,1.11,1.24,1.33,
2017-02-28,-0.92,-0.92,-0.92,-0.86,-0.59,-0.25,0.18,0.64,0.88,1.03,1.13,
2017-03-28,-0.76,-0.76,-0.74,-0.66,-0.39,-0.07,0.33,0.76,1.0,1.14,1.24,
2017-04-28,-0.76,-0.79,-0.74,-0.65,-0.37,-0.06,0.34,0.76,1.0,1.15,1.25,
2017-05-28,-0.76,-0.77,-0.74,-0.68,-0.42,-0.09,0.33,0.78,1.03,1.19,1.29,
2017-06-28,-0.71,-0.66,-0.6,-0.51,-0.23,0.08,0.48,0.89,1.11,1.25,1.34,
2017-07-28,-0.7,-0.72,-0.68,-0.56,-0.23,0.12,0.55,1.01,1.25,1.38,1.45,
2017-08-28,-0.77,-0.77,-0.74,-0.66,-0.37,-0.05,0.35,0.78,1.01,1.16,1.26,
2017-09-28,-0.76,-0.76,-0.73,-0.63,-0.3,0.04,0.46,0.89,1.13,1.28,1.38,
2017-10-28,-0.79,-0.81,-0.77,-0.66,-0.35,-0.02,0.41,0.88,1.13,1.26,1.33,
2017-11-28,-0.77,-0.77,-0.71,-0.59,-0.29,0.03,0.42,0.85,1.07,1.19,1.25,
2017-12-28,-0.78,-0.72,-0.64,-0.5,-0.18,0.12,0.48,0.87,1.1,1.24,1.34,
2018-01-28,-0.65,-0.66,-0.54,-0.35,0.03,0.34,0.69,1.02,1.2,1.31,1.38,
2018-02-28,-0.65,-0.66,-0.56,-0.37,0.02,0.35,0.7,1.05,1.23,1.32,1.36,
2018-03-28,-0.69,-0.69,-0.6,-0.45,-0.11,0.19,0.53,0.87,1.05,1.16,1.24,
2018-04-28,-0.67,-0.66,-0.56,-0.41,-0.06,0.26,0.6,0.93,1.12,1.23,1.3,
2018-05-28,-0.65,-0.68,-0.65,-0.54,-0.23,0.09,0.44,0.79,0.98,1.1,1.17,
2018-06-28,-0.66,-0.69,-0.65,-0.54,-0.25,0.04,0.38,0.73,0.92,1.04,1.12,
2018-07-28,-0.68,-0.67,-0.6,-0.48,-0.19,0.09,0.43,0.78,0.97,1.08,1.15,
2018-08-28,-0.66,-0.65,-0.61,-0.51,-0.25,0.03,0.35,0.7,0.89,1.01,1.1,
2018-09-28,-0.64,-0.62,-0.54,-0.4,-0.09,0.18,0.49,0.8,0.98,1.08,1.15,
2018-10-28,-0.74,-0.72,-0.65,-0.51,-0.2,0.08,0.4,0.73,0.92,1.04,1.12,
2018-11-28,-0.69,-0.68,-0.64,-0.53,-0.26,0.01,0.33,0.68,0.88,1.0,1.08,
2018-12-28,-0.75,-0.7,-0.65,-0.56,-0.31,-0.06,0.25,0.57,0.76,0.87,0.95,
2019-01-28,-0.57,-0.59,-0.58,-0.51,-0.33,-0.12,0.15,0.45,0.64,0.76,0.84,
2019-02-28,-0.57,-0.57,-0.55,-0.49,-0.32,-0.12,0.15,0.47,0.66,0.78,0.86,
2019-03-28,-0.58,-0.61,-0.62,-0.59,-0.47,-0.3,-0.07,0.24,0.44,0.57,0.65,
2019-04-28,-0.56,-0.59,-0.6,-0.56,-0.41,-0.23,0.03,0.35,0.56,0.69,0.78,
2019-05-28,-0.6,-0.64,-0.69,-0.69,-0.59,-0.44,-0.2,0.11,0.31,0.43,0.52,
2019-06-28,-0.66,-0.7,-0.75,-0.75,-0.66,-0.52,-0.31,-0.04,0.14,0.25,0.33,
2019-07-28,-0.7,-0.72,-0.78,-0.79,-0.73,-0.62,-0.43,-0.16,0.02,0.15,0.24,
2019-08-28,-0.79,-0.85,-0.92,-0.95,-0.93,-0.85,-0.71,-0.49,-0.33,-0.23,-0.17,
